"title_id","author_id","title","volumes","publisher_location","publisher_name","publication_year"
1,45,"Abbot's Cleve: or, Can It be Proved? A Novel",3,"London","Tinsley Brothers",1864
2,58,"Ada Fortescue: A Novel",3,"London","T. C. Newby",1863
3,1,"Ada Moore's Story: A Novel",3,"London","Tinsley Brothers",1867
4,2,"Behind the Curtain: A Novel",3,"London","John Maxwell",1865
5,1495,"The Agent of Broome Warren: A Novel",3,"London","Bentley",1871
6,3,"The Marstons: A Novel",3,"London","Chapman and Hall",1868
7,4,"The Bee-Hunters",3,"London","John Maxwell",1864
8,5,"Cardinal Pole: or, The Days of Philip and Mary. An Historical Romance",3,"London","Chapman and Hall",1863
9,5,"The Constable de Bourbon",3,"London","Chapman and Hall",1866
10,5,"Hilary St. Ives",3,"London","Chapman and Hall",1870
11,5,"John Law, the Projector",3,"London","Chapman and Hall",1864
12,5,"Myddleton Pomfret: A Novel",3,"London","Chapman and Hall",1868
13,5,"Old Court: A Novel",3,"London","Chapman and Hall",1867
14,5,"The Spanish Match: or, Charles Stuart at Madrid",3,"London","Chapman and Hall",1865
15,6,"Melchior Gorles: Tale of Modern Mesmerism",3,"London","J. C. Hotten",1867
16,69,"Alec's Bride",3,"London","Hurst and Blackett",1867
17,259,"Altogether Wrong",3,"London","Tinsley Brothers",1863
18,1324,"Andrew Ramsay of Errol",3,"London","Hurst and Blackett",1865
19,7,"Anne Furness: A Novel",3,"London","Chapman and Hall",1871
20,8,"Anne Severin",3,"London","Bentley",1869
21,9,"Anteros: A Novel",3,"London","Chapman and Hall",1871
22,10,"A Fool's Paradise: A Novel",3,"London","Tinsley Brothers",1870
23,10,"Strange Work: A Novel",3,"London","Tinsley Brothers",1868
24,1081,"The Naval Lieutenant: A Nautical Romance",3,"London","T. C. Newby",1865
25,1081,"The Pirates of ""The Foam"": A Novel",3,"London","T. C. Newby",1863
26,1081,"The Queen of the Seas: A Tale of Sea and Land",3,"London","T. C. Newby",1864
27,1081,"The Wild Gazelle and Other Tales",3,"London","T. C. Newby",1868
28,14,"Arthur",3,"London","Hurst and Blackett",1870
29,12,"The Country House on the Rhine",3,"London","Bentley",1870
30,13,"An Artist's Proof",3,"London","Tinsley Brothers",1864
31,13,"Won by a Head: A Novel",3,"London","Chapman and Hall",1866
32,15,"The Fortune of Fairstone: A Novel",3,"London","Saunders and Otley",1867
33,15,"The Village of the West",3,"London","Hurst and Blackett",1870
34,16,"Stung to the Quick: A North Country Story",3,"London","Charles W. Wood",1867
35,17,"The Baronet's Sunbeam: A Novel",3,"London","Tinsley Brothers",1870
36,18,"Left to the World",3,"London","John Maxwell",1865
37,18,"Lost Lenore: or, The Adventures of a Rolling Stone",3,"London","C. J. Skeet",1864
38,19,"Nothing Venture, Nothing Have: A Novel",3,"London","Bentley",1864
39,20,"Fallen Among Thieves: A Novel of ""Interest""",3,"London","Chapman and Hall",1870
40,21,"Norwood: or, Village Life in New England",3,"London","Sampson Low",1867
41,25,"""Behind the Veil""",3,"London","Smith, Elder",1871
42,22,"A First Appearance",3,"London","Hurst and Blackett",1872
43,23,"Blount Tempest",3,"London","Hurst and Blackett",1865
44,26,"Beneath the Wheels: A Romance",3,"London","Tinsley Brothers",1870
45,24,"Stella",3,"London","John Maxwell",1864
46,27,"Hoods and Masks",3,"London","C. J. Skeet",1865
47,60,"Beyond the Church",3,"London","Hurst and Blackett",1866
48,28,"The Fate of Thorsghyll",3,"London","John Maxwell",1865
49,29,"A Daughter of Heth: A Novel",3,"London","Sampson Low",1871
50,29,"In Silk Attire: A Novel",3,"London","Tinsley Brothers",1869
51,29,"Kilmeny",3,"London","Sampson Low",1870
52,29,"Love or Marriage?: A Novel",3,"London","Tinsley Brothers",1868
53,29,"The Monarch of Mincing-Lane: A Novel",3,"London","Tinsley Brothers",1871
54,1712,"Blackfriars: or, The Monks of Old. A Romantic Chronicle",3,"London","Longman",1864
55,30,"Cradock Nowell: A Tale of the New Forest",3,"London","Chapman and Hall",1866
56,30,"Lorna Doone: A Romance of Exmoor",3,"London","Sampson Low",1869
57,31,"Claude",3,"London","Hurst and Blackett",1870
58,31,"The Hammonds of Holycross",3,"London","Hurst and Blackett",1865
59,31,"Helen's First Love",3,"London","Hurst and Blackett",1869
60,31,"The Lady of Lyndon",3,"London","Hurst and Blackett",1871
61,31,"Mrs. St. Clair's Son",3,"London","Hurst and Blackett",1868
62,31,"My Step-Father's Home",3,"London","Hurst and Blackett",1864
63,31,"The Sisters of Sainthill",3,"London","Hurst and Blackett",1867
64,31,"The Wife's Error",3,"London","Hurst and Blackett",1866
65,32,"Riddles of Love: or, The Knave of Hearts",3,"London","Hurst and Blackett",1871
66,1530,"Blanche Seymour: A Novel",3,"London","Tinsley Brothers",1871
67,67,"Blindpits",3,"London","Hamilton",1868
68,33,"Barbara Home",3,"London","John Maxwell",1864
69,66,"The Bond of Honour: A Heart History",3,"London","Bentley",1870
70,193,"A Book of Heroines",3,"London","Hurst and Blackett",1869
71,34,"Cruel as the Grave",3,"London","Henry S. King",1871
72,34,"Strong Hands and Steadfast Hearts",3,"London","Tinsley Brothers",1870
73,35,"The House of Percival",3,"London","Hurst and Blackett",1871
74,13,"Jessie's Expiation: A Novel",3,"London","Tinsley Brothers",1867
75,37,"Birds of Prey: A Novel",3,"London","Ward, Lock",1867
76,37,"Charlotte's Inheritance: A Novel",3,"London","Ward, Lock",1868
77,37,"Dead-Sea Fruit: A Novel",3,"London","Ward, Lock",1868
78,37,"The Doctor's Wife",3,"London","John Maxwell",1864
79,37,"Eleanor's Victory",3,"London","Tinsley Brothers",1863
80,37,"Fenton's Quest: A Novel",3,"London","Ward, Lock",1871
81,37,"Henry Dunbar: The Story of an Outcast",3,"London","John Maxwell",1864
82,37,"John Marchmont's Legacy",3,"London","Tinsley Brothers",1863
83,37,"The Lady's Mile",3,"London","Ward, Lock",1866
84,37,"The Lovels of Arden: A Novel",3,"London","John Maxwell",1871
85,37,"Only a Clod",3,"London","John Maxwell",1865
86,37,"Run to Earth: A Novel",3,"London","Ward, Lock",1868
87,37,"Rupert Godwin",3,"London","Ward, Lock",1867
88,37,"Sir Jasper's Tenant",3,"London","John Maxwell",1865
89,38,"Ensemble",3,"London","Chapman and Hall",1870
90,38,"The O. V. H.: or, How Mr. Blake became an M. F. H.",3,"London","Chapman and Hall",1869
91,9,"Brakespeare: or, The Fortunes of a Free Lance",3,"London","Tinsley Brothers",1868
92,41,"A Brave Lady",3,"London","Hurst and Blackett",1870
93,9,"Breaking a Butterfly: or, Blanche Ellerslie's Ending",3,"London","Tinsley Brothers",1869
94,40,"Beatrice Sforza: or, The Progress of Truth",3,"London","Chapman and Hall",1863
95,230,"Brothers-in-Law",3,"London","Hurst and Blackett",1869
96,42,"Respectable Sinners",3,"London","Hurst and Blackett",1863
97,43,"Florence Manvers",3,"London","T. C. Newby",1865
98,1,"Burton Abbots: A Woman's Story. In Four Books",3,"London","T. C. Newby",1863
99,44,"Paid in Full: A Novel",3,"London","John Maxwell",1865
100,46,"Martin Tobin: A Novel",3,"London","John Maxwell",1864
101,46,"A Woman's Confession",3,"London","Hurst and Blackett",1866
102,47,"The Buckhurst Volunteers: A Novel",3,"London","Tinsley Brothers",1869
103,47,"The Mosaic-Worker's Daughter: A Novel",3,"London","Bentley",1868
104,55,"Captain Herbert: A Sea Story",3,"London","Chapman and Hall",1864
105,48,"Nellie's Memories: A Domestic Story",3,"London","Tinsley Brothers",1868
106,49,"The Guardian",3,"London","Bentley",1865
107,45,"Carleton Grange: A Novel",3,"London","Tinsley Brothers",1866
108,60,"Carry's Confession",3,"London","Hurst and Blackett",1865
109,50,"Fenacre Grange: A Novel",3,"London","Tinsley Brothers",1870
110,51,"Chandos: A Novel",3,"London","Chapman and Hall",1866
111,52,"Country Coteries",3,"London","Hurst and Blackett",1868
112,52,"The Heiress and Her Lovers: A Novel",3,"London","Bentley",1863
113,59,"Chesterford, and Some of its People",3,"London","Smith, Elder",1863
114,53,"Neighbours and Friends: A Novel",3,"London","Tinsley Brothers",1868
115,54,"A Cast for a Crown: A Dramatic Story",3,"London","Bentley",1870
116,60,"Christie's Faith",3,"London","Hurst and Blackett",1867
117,56,"Miss Marjoribanks",3,"Edinburgh","Blackwood",1866
118,56,"The Perpetual Curate",3,"Edinburgh","Blackwood",1864
119,60,"Church and Chapel",3,"London","Hurst and Blackett",1863
120,30,"Clara Vaughan: A Novel",3,"London","Macmillan",1864
121,57,"The Beauclercs Father and Son: A Novel",3,"London","Chapman and Hall",1867
122,57,"Charlie Thornhill: or, The Dunce of the Family. A Novel",3,"London","Chapman and Hall",1863
123,57,"Myra Gray: or, Sown in Tears, Reaped in Joy. A Novel",3,"London","Chapman and Hall",1870
124,57,"Which is the Winner?: or, The First Gentleman of his Family",3,"London","Chapman and Hall",1864
125,61,"Cruel Fortune",3,"London","John Maxwell",1865
126,72,"The Clyffards of Clyffe",3,"London","Hurst and Blackett",1866
127,68,"The Co-Heiress: A Novel",3,"London","Tinsley Brothers",1866
128,62,"Which is the Heroine?: A Novel",3,"London","T. C. Newby",1870
129,63,"The Man in Chains",3,"London","John Maxwell",1864
130,63,"Sackville Chase",3,"London","John Maxwell",1863
131,63,"Singed Moths: A City Romance",3,"London","John Maxwell",1864
132,64,"Marquis and Merchant",3,"London","Hurst and Blackett",1871
133,64,"Sweet Anne Page",3,"London","Hurst and Blackett",1868
134,64,"The Vivian Romance",3,"London","Hurst and Blackett",1870
135,64,"Who is the Heir?: A Novel",3,"London","John Maxwell",1865
136,65,"The Moonstone: A Romance",3,"London","Tinsley Brothers",1868
137,65,"Man and Wife: A Novel",3,"London","Ellis",1870
138,65,"No Name",3,"London","Sampson Low",1862
139,70,"Leo: A Novel",3,"London","Smith, Elder",1863
140,70,"Over Head and Ears: A Love Story",3,"London","Sampson Low",1868
141,70,"Sir Felix Foy, Bart.: A Novel",3,"London","Sampson Low",1865
142,70,"The Trials of the Tredgolds: A Novel",3,"London","Sampson Low",1864
143,71,"No Relations",3,"London","T. C. Newby",1864
144,72,"A County Family: A Novel",3,"London","Tinsley Brothers",1869
145,73,"Esther Hill's Secret",3,"London","Hurst and Blackett",1870
146,73,"Mildred",3,"London","Hurst and Blackett",1868
147,74,"The Wilmot Family",3,"London","Bentley",1864
148,3667,"The Cream of a Life: By a Man of the World",3,"London","Bentley",1863
149,75,"North of the Tweed: or, Lorance Langton: His Life, Incidents, and Adventures in Scotland",3,"London","T. C. Newby",1867
150,76,"False Colours: A Novel",3,"London","Tinsley Brothers",1869
151,76,"The Dower House: A Story",3,"London","Tinsley Brothers",1868
152,100,"Cumworth House",3,"London","Hurst and Blackett",1864
153,216,"The Curate of Sadbrooke",3,"London","Hurst and Blackett",1865
154,77,"Geraldine Maynard: or, The Abduction. A Tale of the Days of Shakespeare",3,"London","C. J. Skeet",1864
155,78,"Philip, the Dreamer: A Novel",3,"London","T. C. Newby",1866
156,227,"Cyril Blount: or, Trust Money",3,"London","Chapman and Hall",1865
157,259,"Dacia Singleton",3,"London","Tinsley Brothers",1867
158,227,"Daisie's Dream: A Novel",3,"London","Tinsley Brothers",1869
159,79,"Elsie's Married Life: A Tale",3,"London","T. C. Newby",1865
160,79,"Grasping at Shadows",3,"London","C. J. Skeet",1866
161,79,"Reaping the Whirlwind: A Novel",3,"London","T. C. Newby",1864
162,79,"The Shadow on the Hearth",3,"London","C. J. Skeet",1867
163,226,"Darkest Before Dawn",3,"London","Smith, Elder",1864
165,80,"Love the Avenger",3,"London","Bradbury and Evans",1869
166,81,"Anne Cave: A Tale",3,"London","T. C. Newby",1864
167,81,"Roke's Wife: A Novel",3,"London","T. C. Newby",1868
168,26,"Mildred's Wedding: A Family History",3,"London","Frederick Warne",1865
169,26,"Olive Varcoe",3,"London","Saunders and Otley",1868
170,83,"Beyond These Voices: A Novel",3,"London","Tinsley Brothers",1870
171,1,"The Deserted House of Hawksworth",3,"London","Hurst and Blackett",1863
172,84,"Desperate Remedies: A Novel",3,"London","Tinsley Brothers",1871
173,85,"Emily Foinder: or, The See-Saw of Life. A Novel",3,"London","Tinsley Brothers",1866
174,2577,"Dina: or, Familiar Faces",3,"Edinburgh","W. P. Nimmo",1865
175,86,"Lothair",3,"London","Longman",1870
176,101,"Do Well and Doubt Not: A Novel",3,"London","T. C. Newby",1867
177,87,"Doctor Jacob",3,"London","Hurst and Blackett",1864
178,216,"Donald Roy: A Novel",3,"London","Saunders and Otley",1868
179,102,"Dorothy Firebrace: or, The Armourer's Daughter of Birmingham",3,"London","Bentley",1864
180,88,"Baptized with a Curse: A Novel",3,"London","Tinsley Brothers",1870
181,89,"Deep Waters: A Novel",3,"London","Chapman and Hall",1863
182,90,"Counting the Cost: A Novel",3,"London","Charles W. Wood",1867
183,91,"Barbara's History",3,"London","Hurst and Blackett",1864
184,91,"Debenham's Vow",3,"London","Hurst and Blackett",1870
185,91,"Half a Million of Money: A Novel",3,"London","Routledge",1865
186,91,"Miss Carew",3,"London","Hurst and Blackett",1865
187,92,"Malvina",3,"London","Hurst and Blackett",1871
188,92,"The Three Louisas: A Novel",3,"London","Tinsley Brothers",1866
189,93,"Archie Lovell: A Novel",3,"London","Tinsley Brothers",1866
190,93,"Miss Forrester: A Novel",3,"London","Tinsley Brothers",1865
191,93,"Steven Lawrence, Yeoman",3,"London","Bentley",1868
192,87,"Kitty",3,"London","Hurst and Blackett",1869
193,87,"The Sylvestres",3,"London","Hurst and Blackett",1871
194,93,"Ought We to Visit Her?",3,"London","Bentley",1871
195,94,"The Flower of the Flock",3,"London","W. S. Johnson",1865
196,95,"The Countess's Cross",3,"London","Hurst and Blackett",1868
197,96,"The Curate's Discipline",3,"London","Hurst and Blackett",1867
198,96,"From Thistles--Grapes?",3,"London","Bentley",1870
199,96,"Just a Woman",3,"London","Bentley",1871
200,96,"Madame Silva's Secret",3,"London","Hurst and Blackett",1869
201,96,"Meg",3,"London","Hurst and Blackett",1868
202,96,"St. Bede's",3,"London","Hurst and Blackett",1870
204,1179,"Northern Roses: A Yorkshire Story",3,"London","Hurst and Blackett",1868
205,1708,"The Emigrant's Wife: or, One in Ten Thousand",3,"London","Bentley",1871
206,1,"Englewood House",3,"London","Hurst and Blackett",1868
207,1709,"Episodes in an Obscure Life: Being Experiences in the Tower Hamlets",3,"London","Alexander Strahan",1871
208,68,"Equal to Either Fortune: A Novel",3,"London","Tinsley Brothers",1869
209,605,"Ereighda Castle: A Novel",3,"London","Chapman and Hall",1870
210,1986,"Erick Thorburn",3,"London","Hurst and Blackett",1869
211,98,"Macaria",3,"London","Saunders and Otley",1864
212,168,"Eveline",3,"London","Hurst and Blackett",1863
214,103,"After Baxtow's Death: A Novel",3,"London","Tinsley Brothers",1870
215,103,"Giant Despair",3,"London","Tinsley Brothers",1868
216,103,"Not Time's Fool",3,"London","Tinsley Brothers",1868
217,2375,"Velvet Lawn: A Novel",3,"London","Saunders and Otley",1864
218,105,"Felix Holt, the Radical",3,"Edinburgh","Blackwood",1866
219,106,"Bent, not Broken: A Tale",3,"London","Tinsley Brothers",1867
220,106,"By Birth a Lady: A Tale",3,"London","Tinsley Brothers",1871
221,106,"Mad: A Story of Dust and Ashes",3,"London","Tinsley Brothers",1868
222,106,"The Sapphire Cross: A Novel",3,"London","Tinsley Brothers",1871
223,106,"Webs in the Way",3,"London","Tinsley Brothers",1867
224,1770,"The First Temptation: or, ""Eritis sicut Deus."" A Philosophical Romance",3,"London","T. C. Newby",1863
225,107,"Love or Hatred: A Novel",3,"London","T. C. Newby",1871
226,108,"Beauty Talbot",3,"London","Bentley",1870
227,108,"Diana Gay: The History of a Young Lady",3,"London","Tinsley Brothers",1868
228,108,"Jenny Bell: A Story",3,"London","Bentley",1866
229,108,"Never Forgotten",3,"London","Chapman and Hall",1865
230,108,"The Second Mrs. Tillotson: A Story",3,"London","Tinsley Brothers",1866
231,108,"Seventy-Five Brooke Street: A Story",3,"London","Tinsley Brothers",1867
232,108,"The Dear Girl",3,"London","Tinsley Brothers",1868
233,108,"Two Fair Daughters",3,"London","Hurst and Blackett",1871
234,229,"Five Hundred Pounds Reward: A Novel",3,"London","Bentley",1867
235,258,"Florian's Husband",3,"London","Hurst and Blackett",1863
236,51,"Folle-Farine",3,"London","Chapman and Hall",1871
237,109,"Cut Adrift: A Novel",3,"London","Bentley",1869
238,1,"For Ever: A Story of English Country Life. By a Clergyman",3,"London","Hurst and Blackett",1864
239,621,"For Richer for Poorer",3,"London","Smith, Elder",1870
240,110,"Drawn from Life",3,"London","Hurst and Blackett",1871
241,59,"Forgotten by the World",3,"London","Hurst and Blackett",1870
242,111,"Fair Women",3,"London","Hurst and Blackett",1867
243,111,"From Olympus to Hades",3,"London","Hurst and Blackett",1868
244,111,"My Hero: A Novel",3,"London","Hurst and Blackett",1870
245,112,"Earl's Dene",3,"Edinburgh","Blackwood",1870
246,113,"The Lost Manuscript: A Novel",3,"London","Chapman and Hall",1865
247,1709,"Friends and Acquaintances",3,"London","Alexander Strahan",1871
248,114,"One of Two: A Novel",3,"London","Sampson Low",1871
249,115,"A Stormy Life: A Novel",3,"London","Bentley",1867
250,115,"Constance Sherwood: An Autobiography of the Sixteenth Century",3,"London","Bentley",1865
251,115,"Mrs. Gerald's Niece",3,"London","Bentley",1869
252,115,"Too Strange not to be True: A Tale",3,"London","Bentley",1864
253,116,"Down in Devon: A Pastoral",3,"London","C. J. Skeet",1869
254,116,"For Love or Money: A Novel",3,"London","C. J. Skeet",1865
255,116,"Time will Tell: A Story of Society",3,"London","Bentley",1868
256,264,"The Gage of Honour: A Tale of the Great Mutiny",3,"London","Tinsley Brothers",1869
257,587,"The Crust and the Cake",3,"London","Tinsley Brothers",1869
258,587,"The Occupations of a Retired Life: A Novel",3,"London","Tinsley Brothers",1868
259,118,"Waverney Court: A Novel",3,"London","Chapman and Hall",1869
260,119,"Doctor Harold",3,"London","Hurst and Blackett",1866
261,120,"Sylvia's Lovers",3,"London","Smith, Elder",1863
262,1705,"Gerald Hastings of Barton",3,"London","Tinsley Brothers",1870
263,121,"Dangerous Connexions: A Novel",3,"London","John Maxwell",1864
264,121,"For Lack of Gold: A Novel",3,"London","Blackie",1871
265,121,"Robin Gray: A Novel",3,"London","Blackie",1869
266,122,"King's Baynard",3,"London","Hurst and Blackett",1866
267,122,"Trials of an Heiress",3,"London","Hurst and Blackett",1869
268,123,"The Inquisitor: or, The Struggle in Ferrara. An Historical Romance",3,"London","Tinsley Brothers",1870
269,123,"The Landlord of the Sun: A Novel",3,"London","Bentley",1871
270,123,"Martha",3,"London","Hurst and Blackett",1871
271,123,"Sir Thomas Branston",3,"London","Hurst and Blackett",1869
272,135,"Gilbert Rugge",3,"London","Hurst and Blackett",1866
273,1706,"Gold and Tinsel: A Novel",3,"London","Tinsley Brothers",1870
274,124,"Annie Jennings: A Novel",3,"London","Bentley",1870
275,125,"Mabeldean: or, Christianity Reversed: A Social, Political, and Theological Novel",3,"London","Longman",1869
276,1,"Grace's Fortune",3,"London","Alexander Strahan",1868
277,126,"Lover and Husband: A Novel",3,"London","C. J. Skeet",1870
278,127,"Percy Talbot",3,"London","Saunders and Otley",1864
279,128,"First Love and Last Love: A Tale of the Indian Mutiny",3,"London","Routledge",1868
280,128,"The King's Own Borderers: A Military Romance",3,"London","Routledge",1865
281,128,"Lady Wedderburn's Wish: A Tale of the Crimean War",3,"London","Tinsley Brothers",1870
282,128,"Only an Ensign: A Tale of the Retreat from Cabul",3,"London","Tinsley Brothers",1871
283,128,"Second to None: A Military Romance",3,"London","Routledge",1864
284,128,"The Girl He Married: A Novel",3,"London","Tinsley Brothers",1869
285,128,"White Cockade: or, Faith and Fortitude",3,"London","Routledge",1867
286,129,"Never--For Ever",3,"London","Bentley",1867
287,129,"Up and Down the World: A Novel",3,"London","Tinsley Brothers",1869
288,130,"Treason at Home: A Novel",3,"London","T. C. Newby",1865
289,131,"Humphrey Dyot: A Novel",3,"London","Sampson Low",1867
290,132,"In Vain",3,"London","Hurst and Blackett",1868
291,133,"Good Society: or, Contrasts of Character",3,"London","Hurst and Blackett",1863
292,2588,"Love's Sacrifice",3,"London","Hurst and Blackett",1868
293,134,"Maud Mainwaring: A Novel",3,"London","Saunders and Otley",1868
294,134,"The Uttermost Farthing: A Novel",3,"London","Saunders and Otley",1865
295,134,"Valentine Forde: A Novel",3,"London","Tinsley Brothers",1870
296,134,"Victory Deane: A Novel",3,"London","Saunders and Otley",1866
297,228,"Guy Waterman: A Novel",3,"London","Tinsley Brothers",1864
298,69,"Hagar: A Novel",3,"London","Hurst and Blackett",1870
299,136,"Wenderholme: A Story of Lancashire and Yorkshire",3,"Edinburgh","Blackwood",1869
300,137,"Philo: A Romance of Life in the First Century",3,"London","Saunders and Otley",1867
301,103,"Hamperton the Financier",3,"London","C. J. Skeet",1867
302,139,"A Country Visit: A Tale",3,"London","T. C. Newby",1863
303,139,"A Troubled Stream: A Story",3,"London","T. C. Newby",1866
304,140,"The Bright To-Morrow: A Novel",3,"London","T. C. Newby",1869
305,141,"A Hero's Work",3,"London","Hurst and Blackett",1868
306,141,"Daisy Nichol: A Novel",3,"London","Sampson Low",1870
307,141,"Paul Wynter's Sacrifice",3,"London","Hurst and Blackett",1869
308,142,"The Lily and the Rose: A Tale of the Untruth of a True Heart",3,"London","Tinsley Brothers",1870
309,143,"Miss Jane, the Bishop's Daughter",3,"London","Bentley",1867
310,144,"Against the Stream",3,"London","C. J. Skeet",1866
311,144,"Bitter Sweets: A Love Story",3,"London","Tinsley Brothers",1865
312,144,"The Tallants of Barton: A Tale of Fortune and Finance",3,"London","Tinsley Brothers",1867
313,227,"Hazel Combe: or, The Golden Rule",3,"London","Tinsley Brothers",1863
314,145,"Sophy Laurie: A Novel",3,"London","John Maxwell",1865
315,146,"Lakeville: or, Substance and Shadow",3,"London","Sampson Low",1871
316,135,"Hearth Ghosts",3,"London","Sampson Low",1871
317,147,"Edith's Marriage",3,"London","Hurst and Blackett",1868
318,147,"A Thorn in His Side: A Novel",3,"London","Chapman and Hall",1868
319,45,"The Heir Expectant",3,"London","Hurst and Blackett",1870
320,51,"Held in Bondage: or, Granville de Vigne. A Tale of the Day",3,"London","Tinsley Brothers",1863
321,1741,"Helen Cameron: From Grub to Butterfly",3,"London","Chapman and Hall",1872
322,148,"Gaspar Trenchard: A Novel",3,"London","John Maxwell",1864
323,149,"All But Lost: A Novel",3,"London","Tinsley Brothers",1869
324,1200,"The Heronry: A Tale",3,"London","T. C. Newby",1864
325,69,"Hester's Sacrifice",3,"London","Hurst and Blackett",1866
326,261,"Hidden Fire: A Novel",3,"London","Tinsley Brothers",1867
327,260,"The Hidden Sin: A Novel",3,"London","Bentley",1866
328,150,"Falsely True: A Novel",3,"London","Tinsley Brothers",1870
329,150,"A House of Cards: A Novel",3,"London","Tinsley Brothers",1868
330,151,"The Golden Bait: A Novel",3,"London","Tinsley Brothers",1871
331,151,"More Secrets Than One: A Novel",3,"London","Sampson Low",1864
332,151,"The King's Mail",3,"London","Sampson Low",1863
333,151,"The White Favour: A Novel",3,"London","Sampson Low",1866
334,152,"Lesley's Guardians",3,"London","Macmillan",1864
335,153,"Ethel's Romance: A Novel",3,"London","Charles W. Wood",1868
336,154,"Rington Priory: A Tale",3,"London","Saunders and Otley",1864
337,155,"Captain Masters' Children: A Novel",3,"London","Sampson Low",1865
338,155,"A Golden Heart: A Novel",3,"London","Tinsley Brothers",1867
339,155,"The Lost Link: A Novel",3,"London","Tinsley Brothers",1868
340,155,"Love and Valour",3,"London","Hurst and Blackett",1871
341,155,"Money's Worth: A Novel, in a Prologue and Three Books",3,"London","Tinsley Brothers",1870
342,156,"William Bathurst",3,"London","Hurst and Blackett",1865
343,157,"The Cost of Caergwyn",3,"London","Hurst and Blackett",1864
344,158,"Woodburn Grange: A Story of English Country Life",3,"London","Charles W. Wood",1867
345,51,"Idalia: A Romance",3,"London","Chapman and Hall",1867
346,3667,"Is it a Blot?: A Novel",3,"London","T. C. Newby",1867
347,2581,"Is Lady Clara Dead?: A Novel",3,"London","F. Enos Arnold",1871
348,1213,"Jabez Oliphant: or, The Modern Prince. A Novel",3,"London","Bentley",1870
349,919,"James Gordon's Wife",3,"London","Hurst and Blackett",1871
350,69,"Janita's Cross",3,"London","Hurst and Blackett",1864
351,159,"Live it Down: A Story of the Light Lands",3,"London","Hurst and Blackett",1863
352,159,"A Noble Woman",3,"London","Hurst and Blackett",1868
353,159,"Not Dead Yet",3,"London","Hurst and Blackett",1864
354,69,"Jeanie's Quiet Life",3,"London","Hurst and Blackett",1868
355,160,"Thyra Gascoigne",3,"London","Tinsley Brothers",1863
356,161,"Two French Marriages",3,"London","Smith, Elder",1868
357,162,"Up and Down in the World",3,"London","C. J. Skeet",1863
358,163,"Old Trinity: A Story of Real Life",3,"London","Bentley",1867
359,45,"Kathleen",3,"London","Hurst and Blackett",1869
360,164,"Beatrice",3,"London","Hurst and Blackett",1865
361,164,"Dora",3,"London","Hurst and Blackett",1868
362,164,"Queen Mab",3,"London","Hurst and Blackett",1863
363,164,"Silvia",3,"London","Hurst and Blackett",1870
364,164,"Sybil's Second Love",3,"London","Hurst and Blackett",1867
365,165,"Oldbury",3,"London","Macmillan",1869
366,166,"Taming a Shrew: A Novel",3,"London","T. C. Newby",1863
367,167,"Alice Ferrar: A Novel",3,"London","T. C. Newby",1865
368,168,"The Lady of Winburne",3,"London","Hurst and Blackett",1865
369,168,"Queen of Herself",3,"London","Hurst and Blackett",1871
370,168,"Sir Tristram's Will",3,"London","Hurst and Blackett",1867
371,169,"Mademoiselle Mathilde: A Novel",3,"London","Bradbury and Evans",1868
372,169,"Silcote of Silcotes",3,"London","Macmillan",1867
373,169,"Stretton: A Novel",3,"London","Tinsley Brothers",1869
374,169,"The Hillyars and the Burtons: A Story of Two Families",3,"London","Macmillan",1865
375,170,"The Adventures of an Arcot Rupee",3,"London","Saunders and Otley",1867
376,171,"Monk of Monk's Own: A Novel",3,"London","Sampson Low",1870
377,172,"Oswald Hastings: or, The Adventures of a Queen's Aide-de-Camp",3,"London","Hurst and Blackett",1863
379,143,"Lady Flavia",3,"London","Bentley",1865
380,174,"Longleat",3,"London","Sampson Low",1870
381,917,"A Screw Loose: A Novel",3,"London","Bentley",1868
382,176,"Kimberwell House: A Novel",3,"London","Chapman and Hall",1872
383,192,"Latimer's Luck",3,"London","Bentley",1865
384,4283,"Laura's Pride: A Novel",3,"London","Chapman and Hall",1868
385,621,"Annis Warleigh's Fortunes",3,"London","Smith, Elder",1863
386,621,"Basil Godfrey's Caprice",3,"London","Smith, Elder",1868
387,621,"The Beautiful Miss Barrington",3,"London","Smith, Elder",1871
388,178,"Checkmate",3,"London","Hurst and Blackett",1871
389,178,"Chronicles of Golden Friars",3,"London","Bentley",1871
390,178,"Guy Deverell",3,"London","Bentley",1865
391,178,"Haunted Lives: A Novel",3,"London","Tinsley Brothers",1868
392,178,"The House by the Church-Yard",3,"London","Tinsley Brothers",1863
393,178,"A Lost Name",3,"London","Bentley",1868
394,178,"The Rose and the Key",3,"London","Chapman and Hall",1871
395,178,"Uncle Silas: A Tale of Bartram-Haugh",3,"London","Bentley",1864
396,178,"Wylder's Hand: A Novel",3,"London","Bentley",1864
397,178,"The Wyvern Mystery: A Novel",3,"London","Tinsley Brothers",1869
398,179,"Falkner Lyle: or, The Story of Two Wives",3,"London","Hurst and Blackett",1866
399,179,"Golden Fetters",3,"London","Bradbury and Evans",1867
400,179,"Leyton Hall, and Other Tales",3,"London","Hurst and Blackett",1867
401,179,"Loved at Last: A Story",3,"London","Bradbury and Evans",1864
402,179,"Wait for the End: A Story",3,"London","Bradbury and Evans",1863
403,180,"Constance Rivers",3,"London","Hurst and Blackett",1867
404,181,"The Adventures of a Man of Family",3,"London","Hurst and Blackett",1864
