script_id,imdb_character_name,words,gender,age,total_dialogue,imdb_id,title,year,gross (inflation-adjusted),link,proportion_of_dialogue
647,ivan korshunov,1075,m,39.0,6171,tt0118571,Air Force One,1997,327.0,film_20100519/all_imsdb_05_19_10/Air-Force-One.html,0.1742019121698266
647,major caldwell,319,m,47.0,6171,tt0118571,Air Force One,1997,327.0,film_20100519/all_imsdb_05_19_10/Air-Force-One.html,0.05169340463458111
647,nsa advisor jac,113,m,49.0,6171,tt0118571,Air Force One,1997,327.0,film_20100519/all_imsdb_05_19_10/Air-Force-One.html,0.01831145681413061
647,president james,1491,m,55.0,6171,tt0118571,Air Force One,1997,327.0,film_20100519/all_imsdb_05_19_10/Air-Force-One.html,0.24161400097228974
647,reporter #1,123,m,42.0,6171,tt0118571,Air Force One,1997,327.0,film_20100519/all_imsdb_05_19_10/Air-Force-One.html,0.019931939718035974
647,white house aid,120,m,34.0,6171,tt0118571,Air Force One,1997,327.0,film_20100519/all_imsdb_05_19_10/Air-Force-One.html,0.019445794846864366
648,air controller ,162,m,63.0,5484,tt0080339,Airplane!,1980,269.0,film_20100519/all_imsdb_05_19_10/Airplane.html,0.02954048140043764
648,captain oveur,324,m,54.0,5484,tt0080339,Airplane!,1980,269.0,film_20100519/all_imsdb_05_19_10/Airplane.html,0.05908096280087528
648,dr. rumack,806,m,54.0,5484,tt0080339,Airplane!,1980,269.0,film_20100519/all_imsdb_05_19_10/Airplane.html,0.14697301239970825
648,kramer,1191,m,61.0,5484,tt0080339,Airplane!,1980,269.0,film_20100519/all_imsdb_05_19_10/Airplane.html,0.21717724288840262
648,milton,217,m,,5484,tt0080339,Airplane!,1980,269.0,film_20100519/all_imsdb_05_19_10/Airplane.html,0.03956965718453683
648,murdock,268,m,33.0,5484,tt0080339,Airplane!,1980,269.0,film_20100519/all_imsdb_05_19_10/Airplane.html,0.04886943836615609
648,ted striker,1016,m,33.0,5484,tt0080339,Airplane!,1980,269.0,film_20100519/all_imsdb_05_19_10/Airplane.html,0.18526622902990517
650,captain oveur,346,m,56.0,5842,tt0083530,Airplane II: The Sequel,1982,,film_20100519/all_imsdb_05_19_10/Airplane-2-The-Sequel.html,0.05922629236562821
650,dr. rumack,133,m,56.0,5842,tt0083530,Airplane II: The Sequel,1982,,film_20100519/all_imsdb_05_19_10/Airplane-2-The-Sequel.html,0.022766175967134542
650,hallick,170,m,,5842,tt0083530,Airplane II: The Sequel,1982,,film_20100519/all_imsdb_05_19_10/Airplane-2-The-Sequel.html,0.02909962341663814
650,jacobs,139,m,35.0,5842,tt0083530,Airplane II: The Sequel,1982,,film_20100519/all_imsdb_05_19_10/Airplane-2-The-Sequel.html,0.023793221499486476
650,jimmy wilson,127,m,11.0,5842,tt0083530,Airplane II: The Sequel,1982,,film_20100519/all_imsdb_05_19_10/Airplane-2-The-Sequel.html,0.021739130434782608
650,kramer,382,m,,5842,tt0083530,Airplane II: The Sequel,1982,,film_20100519/all_imsdb_05_19_10/Airplane-2-The-Sequel.html,0.06538856555973982
650,kruger,276,m,51.0,5842,tt0083530,Airplane II: The Sequel,1982,,film_20100519/all_imsdb_05_19_10/Airplane-2-The-Sequel.html,0.047244094488188976
650,simon,392,m,45.0,5842,tt0083530,Airplane II: The Sequel,1982,,film_20100519/all_imsdb_05_19_10/Airplane-2-The-Sequel.html,0.0671003081136597
650,ted,1646,m,,5842,tt0083530,Airplane II: The Sequel,1982,,film_20100519/all_imsdb_05_19_10/Airplane-2-The-Sequel.html,0.281752824375214
650,the commissione,203,m,67.0,5842,tt0083530,Airplane II: The Sequel,1982,,film_20100519/all_imsdb_05_19_10/Airplane-2-The-Sequel.html,0.03474837384457378
650,the sarge,206,m,61.0,5842,tt0083530,Airplane II: The Sequel,1982,,film_20100519/all_imsdb_05_19_10/Airplane-2-The-Sequel.html,0.03526189661074974
650,"voice of rok, t",118,m,36.0,5842,tt0083530,Airplane II: The Sequel,1982,,film_20100519/all_imsdb_05_19_10/Airplane-2-The-Sequel.html,0.02019856213625471
652,capt. warner,139,m,46.0,6237,tt0094631,Alien Nation,1988,53.0,film_20100519/all_imsdb_05_19_10/Alien-Nation.html,0.022286355619688954
652,det. bill tuggl,149,m,39.0,6237,tt0094631,Alien Nation,1988,53.0,film_20100519/all_imsdb_05_19_10/Alien-Nation.html,0.023889690556357222
652,det. samuel 'ge,1551,m,36.0,6237,tt0094631,Alien Nation,1988,53.0,film_20100519/all_imsdb_05_19_10/Alien-Nation.html,0.24867724867724866
652,det. sgt. matth,2692,m,48.0,6237,tt0094631,Alien Nation,1988,53.0,film_20100519/all_imsdb_05_19_10/Alien-Nation.html,0.43161776495109827
